variant,epoch,probe_set,count,mean,std,min,max,p99
reward_only,0,train_anchor,333,-5.864489946180459e-08,5.212056336787473e-08,-1.8704447768413957e-07,8.179174670885914e-08,5.321717765127695e-08
reward_only,0,real_next_bootstrap,19584,-4.940140767970724e-08,4.920459588034518e-08,-2.4954698574219947e-07,5.897334176552249e-08,4.5323515429629415e-08
reward_only,0,model_next,186368,-8.179216581254175e-08,4.109887443442902e-08,-2.452700300636934e-07,-2.2187681025798156e-08,-4.247235558807462e-08
reward_only,10,train_anchor,333,2.980207617397423,0.7764226326209701,0.9818694591522217,5.535025596618652,5.041926555633545
reward_only,10,real_next_bootstrap,19584,2.8289030121876766,0.893250219060833,0.9945104718208313,5.017280101776123,4.947961959838867
reward_only,10,model_next,186368,2.136163532138088,0.6334338745886432,0.9806919693946838,2.8019721508026123,2.707438864707947
reward_only,20,train_anchor,333,2.983959901798237,0.7730911184989915,0.9567811489105225,5.5260138511657715,5.0398468589782714
reward_only,20,real_next_bootstrap,19584,2.8435371872828967,0.8836326638696671,1.0212922096252441,5.005629062652588,4.936139101982117
reward_only,20,model_next,186368,2.11965935688004,0.6273286934922313,0.9819114208221436,2.7444684505462646,2.6593796038627624
reward_only,30,train_anchor,333,2.983842016519369,0.7717939274642079,0.9474180340766907,5.512882709503174,5.035331401824951
reward_only,30,real_next_bootstrap,19584,2.8564353293124465,0.8787259948722294,1.019445776939392,4.980692386627197,4.9223148107528685
reward_only,30,model_next,186368,2.114642266638879,0.6255594229482286,0.965960681438446,2.7078475952148438,2.6434386515617367
reward_only,40,train_anchor,333,2.9843022769635863,0.7706970327477572,0.9367661476135254,5.510478973388672,5.020549392700196
reward_only,40,real_next_bootstrap,19584,2.8621449845362137,0.8783637165624517,1.0123037099838257,4.983924865722656,4.927037324905395
reward_only,40,model_next,186368,2.117455857479049,0.6261661696870399,0.9572345018386841,2.6918368339538574,2.6378974819183347
reward_only,50,train_anchor,333,2.9851110301934205,0.7706256829470126,0.933219850063324,5.512430667877197,5.022075099945068
reward_only,50,real_next_bootstrap,19584,2.865066772868577,0.8788614622699668,1.0092989206314087,4.989879131317139,4.9328806018829345
reward_only,50,model_next,186368,2.12022007035813,0.6225906082475269,0.9504669308662415,2.6944360733032227,2.637884213924408
reward_only,60,train_anchor,333,2.98288329925623,0.7700897469137646,0.9199347496032715,5.50176477432251,5.00383602142334
reward_only,60,real_next_bootstrap,19584,2.8641586935975485,0.8778983886816493,0.9999204874038696,4.982857704162598,4.925928392410278
reward_only,60,model_next,186368,2.119846152255867,0.6219344809774954,0.9439974427223206,2.6957814693450928,2.6343886613845826
reward_only,80,train_anchor,333,2.98521694907913,0.7706945272311145,0.9209648966789246,5.518990516662598,5.011907997131348
reward_only,80,real_next_bootstrap,19584,2.8699951146461458,0.877308348005594,0.9992087483406067,4.9925031661987305,4.9360197210311885
reward_only,80,model_next,186368,2.127505167093509,0.6187403477870488,0.9502219557762146,2.712108850479126,2.6424689221382143
reward_only,100,train_anchor,333,2.9839165001302153,0.771333015191599,0.9169018864631653,5.52063512802124,5.017025279998779
reward_only,100,real_next_bootstrap,19584,2.8713710049861203,0.8781861531665363,0.9916853308677673,4.992109775543213,4.935356273651123
reward_only,100,model_next,186368,2.12805958930403,0.6170901819967799,0.9443544745445251,2.7147464752197266,2.6437364292144774
reward_only,120,train_anchor,333,2.9884354182191797,0.7726312211443286,0.9181188344955444,5.528539657592773,5.024124832153321
reward_only,120,real_next_bootstrap,19584,2.8770948146086406,0.879520052331404,0.9930222630500793,4.998564720153809,4.943216423988342
reward_only,120,model_next,186368,2.1354778153076,0.6192642532616249,0.9417703151702881,2.7179343700408936,2.64767041683197
reward_only,140,train_anchor,333,2.987383844616177,0.7714011256337916,0.9192243218421936,5.526347637176514,5.023849964141846
reward_only,140,real_next_bootstrap,19584,2.8785457962795213,0.8784366412835397,0.9941554069519043,4.996079921722412,4.941652765274048
reward_only,140,model_next,186368,2.139152717139191,0.6195095941917502,0.9427984356880188,2.7159788608551025,2.6500479340553285
reward_only,160,train_anchor,333,2.9820533350065306,0.7718488864411878,0.9143770933151245,5.5195112228393555,5.013017692565918
reward_only,160,real_next_bootstrap,19584,2.873916989569765,0.8790465607943824,0.9881797432899475,4.9894866943359375,4.9352239322662355
reward_only,160,model_next,186368,2.1347817456235236,0.6173139639108137,0.9401230216026306,2.7098560333251953,2.643968417644501
reward_only,180,train_anchor,333,2.9856643376049696,0.7718025354602381,0.9148880243301392,5.522853374481201,5.0174406623840335
reward_only,180,real_next_bootstrap,19584,2.878430962255164,0.8796627027835966,0.9926527738571167,4.988813877105713,4.934904608726501
reward_only,180,model_next,186368,2.1406169295519497,0.6191807682351448,0.940784752368927,2.7197659015655518,2.6514956903457643
reward_only,200,train_anchor,333,2.98198006980054,0.7706946220251865,0.9155294895172119,5.519466876983643,5.014064693450928
reward_only,200,real_next_bootstrap,19584,2.876323574186102,0.8790089670068916,0.9935435652732849,4.984623432159424,4.932204504013061
reward_only,200,model_next,186368,2.1396905797758206,0.6164787079405445,0.9411430358886719,2.724332809448242,2.652716937065124
real_transition_bootstrap,0,train_anchor,333,-5.864489946180459e-08,5.212056336787473e-08,-1.8704447768413957e-07,8.179174670885914e-08,5.321717765127695e-08
